experiment,source_item,expected_match,has_match,model,sample_size,S11_predicted,S11_correct,S11_error_type,S11_response_time,S05_predicted,S05_correct,S05_error_type,S05_response_time,S18_predicted,S18_correct,S18_error_type,S18_response_time,S15_predicted,S15_correct,S15_error_type,S15_response_time,S20_predicted,S20_correct,S20_error_type,S20_response_time,S12_predicted,S12_correct,S12_error_type,S12_response_time,S14_predicted,S14_correct,S14_error_type,S14_response_time,S19_predicted,S19_correct,S19_error_type,S19_response_time,S16_predicted,S16_correct,S16_error_type,S16_response_time,S13_predicted,S13_correct,S13_error_type,S13_response_time,S17_predicted,S17_correct,S17_error_type,S17_response_time,S09_predicted,S09_correct,S09_error_type,S09_response_time,S10_predicted,S10_correct,S10_error_type,S10_response_time,S01_predicted,S01_correct,S01_error_type,S01_response_time,S07_predicted,S07_correct,S07_error_type,S07_response_time,S04_predicted,S04_correct,S04_error_type,S04_response_time,S08_predicted,S08_correct,S08_error_type,S08_response_time,S06_predicted,S06_correct,S06_error_type,S06_response_time,S03_predicted,S03_correct,S03_error_type,S03_response_time,S02_predicted,S02_correct,S02_error_type,S02_response_time
NHANES_Gemma3_27b,"sour cream, light",sour cream,True,gemma3-27b,1317,sour cream,True,,11.379,sour cream,True,,2.902,sour cream,True,,1.583,sour cream,True,,0.789,sour cream,True,,3.907,sour cream,True,,4.796,sour cream,True,,5.494,sour cream,True,,3.589,sour cream,True,,4.784,sour cream,True,,4.955,sour cream,True,,4.828,sour cream,True,,19.960,sour cream,True,,14.879,sour cream,True,,3.012,sour cream,True,,4.985,sour cream,True,,8.498,sour cream,True,,11.763,sour cream,True,,1.000,sour cream,True,,1.024,sour cream,True,,4.186
NHANES_Gemma3_27b,"blackberries, raw",whole blackberry,True,gemma3-27b,1317,whole blackberry,True,,4.388,none,False,missed_match,15.212,whole blackberry,True,,1.853,whole blackberry,True,,6.286,whole blackberry,True,,3.889,whole blackberry,True,,6.922,none,False,missed_match,5.718,none,False,missed_match,2.711,none,False,missed_match,3.335,whole blackberry,True,,8.338,whole blackberry,True,,5.677,whole blackberry,True,,20.665,whole blackberry,True,,18.622,whole blackberry,True,,16.230,whole blackberry,True,,9.044,whole blackberry,True,,7.535,whole blueberry,False,wrong_match,4.280,whole blackberry,True,,16.551,plantain banana (steamed 10 in),False,wrong_match,8.038,whole blackberry,True,,5.464
NHANES_Gemma3_27b,"beverages, tea, instant, decaffeinated, unsweetened",black tea,True,gemma3-27b,1317,black tea,True,,12.062,none,False,missed_match,14.694,none,False,missed_match,5.324,none,False,missed_match,6.025,none,False,missed_match,4.377,black tea,True,,4.088,none,False,missed_match,1.855,black tea,True,,6.734,none,False,missed_match,7.669,black tea,True,,4.051,black tea,True,,5.112,black tea,True,,19.877,black tea,True,,12.616,black tea,True,,4.911,black tea,True,,7.933,brewed coffee,False,wrong_match,5.981,brewed coffee,False,wrong_match,5.305,brewed coffee,False,wrong_match,10.017,black tea,True,,15.284,brewed coffee,False,wrong_match,4.483
NHANES_Gemma3_27b,"beverages, yellow green colored citrus soft drink with caffeine",none,False,gemma3-27b,1317,none,True,,3.663,none,True,,8.157,none,True,,15.247,none,True,,7.159,coca cola,False,false_positive,4.121,none,True,,4.697,coca cola,False,false_positive,6.540,coca cola,False,false_positive,2.164,coca cola,False,false_positive,6.823,none,True,,7.385,coca cola,False,false_positive,5.003,coca cola,False,false_positive,4.855,coca cola,False,false_positive,17.422,sprite,False,false_positive,11.835,coca cola,False,false_positive,6.909,coca cola,False,false_positive,5.453,coca cola,False,false_positive,7.665,coca cola,False,false_positive,11.236,sprite,False,false_positive,5.817,sprite,False,false_positive,4.943
NHANES_Gemma3_27b,"lima beans, large, mature seeds, cooked, boiled, without salt",lima beans,True,gemma3-27b,1317,lima beans,True,,3.706,lima beans,True,,6.233,lima beans,True,,6.668,lima beans,True,,1.446,lima beans,True,,4.046,lima beans,True,,7.386,lima beans,True,,2.892,lima beans,True,,4.827,lima beans,True,,4.909,none,False,missed_match,12.278,lima beans,True,,4.908,lima beans,True,,8.233,lima beans,True,,7.271,lima beans,True,,13.534,lima beans,True,,12.408,lima beans,True,,11.714,black-eyed peas,False,wrong_match,13.404,lima beans,True,,16.081,black-eyed peas,False,wrong_match,11.438,black-eyed peas,False,wrong_match,7.242
NHANES_Gemma3_27b,"chicken, broiler, rotisserie, bbq, drumstick, meat and skin",none,False,gemma3-27b,1317,none,True,,6.124,none,True,,7.288,none,True,,4.865,none,True,,19.361,chicken breast,False,false_positive,4.560,none,True,,11.110,chicken breast,False,false_positive,2.535,chicken breast,False,false_positive,9.609,none,True,,5.372,none,True,,1.929,chicken breast,False,false_positive,4.256,chicken breast tender,False,false_positive,7.560,chicken breast tender,False,false_positive,13.311,chicken breast tender,False,false_positive,6.263,plant based bacon strip,False,false_positive,11.241,pecan,False,false_positive,6.087,low sodium chicken broth,False,false_positive,8.047,ground pork,False,false_positive,0.592,chicken breast tender,False,false_positive,9.043,low sodium chicken broth,False,false_positive,4.973
NHANES_Gemma3_27b,"apple juice, canned or bottled, unsweetened, without added ascorbic acid",apple juice,True,gemma3-27b,1317,apple juice,True,,2.369,apple juice,True,,11.377,apple juice,True,,5.955,apple juice,True,,4.399,apple juice,True,,3.214,apple juice,True,,4.450,apple juice,True,,5.957,apple juice,True,,3.693,apple juice,True,,5.857,apple juice,True,,8.304,apple juice,True,,4.862,apple juice,True,,20.921,apple juice,True,,7.911,apple juice,True,,5.919,apple juice,True,,8.156,apple juice,True,,7.128,apple juice,True,,7.812,apple juice,True,,15.022,apple juice,True,,6.367,apple juice,True,,7.755
NHANES_Gemma3_27b,"beverages, chocolate powder, no sugar added",cocoa powder,True,gemma3-27b,1317,cocoa powder,True,,3.789,none,False,missed_match,5.691,none,False,missed_match,3.719,cocoa powder,True,,4.104,none,False,missed_match,4.593,none,False,missed_match,5.606,none,False,missed_match,8.554,none,False,missed_match,9.842,none,False,missed_match,4.541,none,False,missed_match,2.835,cocoa powder,True,,6.507,none,False,missed_match,5.383,plantain banana (steamed 10 in),False,wrong_match,9.614,chocolate,False,wrong_match,7.201,chocolate,False,wrong_match,0.647,chocolate,False,wrong_match,8.904,coca cola,False,wrong_match,4.794,vanilla bean ice cream,False,wrong_match,5.898,chocolate,False,wrong_match,14.883,chocolate,False,wrong_match,7.713
NHANES_Gemma3_27b,"milk, dry, whole, without added vitamin d",none,False,gemma3-27b,1317,whole milk,False,false_positive,0.481,none,True,,15.923,whole milk,False,false_positive,6.674,whole milk,False,false_positive,5.213,whole milk,False,false_positive,3.627,whole milk,False,false_positive,7.772,none,True,,2.261,whole milk,False,false_positive,4.039,none,True,,3.637,whole milk,False,false_positive,10.256,whole milk,False,false_positive,4.919,plantain banana (steamed 10 in),False,false_positive,4.056,whole milk,False,false_positive,2.983,whole milk,False,false_positive,15.322,whole milk,False,false_positive,9.010,coconut milk,False,false_positive,4.673,whole milk,False,false_positive,9.155,whole milk,False,false_positive,9.377,coconut milk,False,false_positive,4.410,whole milk,False,false_positive,7.241
NHANES_Gemma3_27b,"beef, rib, shortribs, separable lean only, choice, cooked, braised",beef round tip steak,True,gemma3-27b,1317,beef round tip steak,True,,4.712,none,False,missed_match,2.904,none,False,missed_match,5.196,beef round tip steak,True,,5.989,none,False,missed_match,4.037,none,False,missed_match,5.500,none,False,missed_match,2.992,beef round tip steak,True,,1.230,none,False,missed_match,4.898,none,False,missed_match,3.841,none,False,missed_match,4.156,none,False,missed_match,6.057,beef round tip steak,True,,2.800,beef round tip steak,True,,4.184,plant based bacon strip,False,wrong_match,11.808,low sodium chicken broth,False,wrong_match,10.647,ground pork,False,wrong_match,3.764,ground pork,False,wrong_match,3.415,beef round tip steak,True,,14.373,ground pork,False,wrong_match,4.842
NHANES_Gemma3_27b,"mustard greens, frozen, cooked, boiled, drained, without salt",steamed curely mustard greens,True,gemma3-27b,1317,steamed curely mustard greens,True,,5.704,steamed curely mustard greens,True,,17.209,steamed curely mustard greens,True,,6.838,steamed curely mustard greens,True,,2.089,steamed curely mustard greens,True,,11.192,steamed curely mustard greens,True,,9.491,steamed curely mustard greens,True,,3.769,steamed curely mustard greens,True,,13.101,steamed curely mustard greens,True,,12.224,steamed curely mustard greens,True,,4.244,steamed curely mustard greens,True,,11.113,steamed curely mustard greens,True,,3.984,steamed curely mustard greens,True,,6.621,steamed curely mustard greens,True,,14.484,steamed curely mustard greens,True,,10.238,steamed curely mustard greens,True,,9.843,steamed curely mustard greens,True,,9.145,steamed curely mustard greens,True,,11.225,steamed curely mustard greens,True,,12.279,steamed curely mustard greens,True,,5.447
NHANES_Gemma3_27b,"water, non-carbonated, bottles, natural fruit flavors, sweetened with low calorie sweetener",none,False,gemma3-27b,1317,none,True,,1.763,none,True,,15.356,none,True,,1.775,none,True,,5.548,none,True,,6.097,none,True,,6.143,none,True,,1.674,none,True,,6.563,none,True,,5.095,none,True,,0.723,none,True,,3.418,none,True,,3.718,none,True,,1.818,pulp free orange juice,False,false_positive,4.432,sprite,False,false_positive,7.525,unsweetened almond milk,False,false_positive,11.614,steamed green zuchini,False,false_positive,3.732,apple juice,False,false_positive,2.030,steamed green zuchini,False,false_positive,12.509,pulp free orange juice,False,false_positive,7.750
NHANES_Gemma3_27b,"beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",beef round tip steak,True,gemma3-27b,1317,beef round tip steak,True,,5.084,beef round tip steak,True,,10.989,none,False,missed_match,5.552,beef round tip steak,True,,6.791,beef round tip steak,True,,7.581,none,False,missed_match,6.554,none,False,missed_match,4.008,beef round tip steak,True,,9.380,none,False,missed_match,4.683,none,False,missed_match,0.527,beef round tip steak,True,,9.889,beef round tip steak,True,,20.720,beef round tip steak,True,,11.793,beef round tip steak,True,,16.734,beef round tip steak,True,,4.806,beef round tip steak,True,,11.554,ground pork,False,wrong_match,5.174,ground pork,False,wrong_match,14.257,beef round tip steak,True,,14.899,beef round tip steak,True,,10.200
NHANES_Gemma3_27b,"pineapple, raw, all varieties",gold (golden) pineapple,True,gemma3-27b,1317,gold (golden) pineapple,True,,6.826,gold (golden) pineapple,True,,5.853,gold (golden) pineapple,True,,13.570,gold (golden) pineapple,True,,1.296,gold (golden) pineapple,True,,7.381,gold (golden) pineapple,True,,6.231,gold (golden) pineapple,True,,5.292,gold (golden) pineapple,True,,11.709,none,False,missed_match,4.949,gold (golden) pineapple,True,,12.635,gold (golden) pineapple,True,,8.545,gold (golden) pineapple,True,,6.792,gold (golden) pineapple,True,,8.377,gold (golden) pineapple,True,,6.614,gold (golden) pineapple,True,,4.563,gold (golden) pineapple,True,,10.290,gold (golden) pineapple,True,,8.400,gold (golden) pineapple,True,,7.927,gold (golden) pineapple,True,,13.440,gold (golden) pineapple,True,,10.198
NHANES_Gemma3_27b,"cheese, american, nonfat or fat free",american cheese,True,gemma3-27b,1317,american cheese,True,,2.877,none,False,missed_match,3.883,american cheese,True,,2.103,american cheese,True,,3.450,american cheese,True,,5.222,american cheese,True,,6.053,american cheese,True,,4.563,american cheese,True,,2.641,american cheese,True,,8.582,american cheese,True,,1.770,american cheese,True,,5.274,american cheese,True,,6.030,american cheese,True,,15.446,coca cola,False,wrong_match,2.292,american cheese,True,,10.827,coca cola,False,wrong_match,10.159,cream cheese,False,wrong_match,6.362,cream cheese,False,wrong_match,10.945,cream cheese,False,wrong_match,16.310,cream cheese,False,wrong_match,8.778
NHANES_Gemma3_27b,"taro leaves, raw",none,False,gemma3-27b,1317,none,True,,2.079,none,True,,1.499,none,True,,1.193,steamed red chard leaves and stalk (cal-organic),False,false_positive,9.701,none,True,,2.151,none,True,,5.530,none,True,,2.523,none,True,,7.404,none,True,,4.853,steamed red chard leaves and stalk (cal-organic),False,false_positive,18.343,steamed red chard leaves and stalk (cal-organic),False,false_positive,4.592,none,True,,5.681,steamed curely mustard greens,False,false_positive,4.620,steamed red chard leaves and stalk (cal-organic),False,false_positive,11.064,steamed red chard leaves and stalk (cal-organic),False,false_positive,12.389,steamed curely mustard greens,False,false_positive,5.915,steamed curely mustard greens,False,false_positive,5.808,steamed red chard leaves and stalk (cal-organic),False,false_positive,7.808,steamed curely mustard greens,False,false_positive,0.651,steamed curely mustard greens,False,false_positive,5.806
NHANES_Gemma3_27b,"apricot nectar, canned, with added ascorbic acid",none,False,gemma3-27b,1317,none,True,,0.833,none,True,,6.151,none,True,,6.286,whole apricot,False,false_positive,0.483,none,True,,2.113,none,True,,3.929,none,True,,4.232,none,True,,3.288,none,True,,5.104,none,True,,2.187,whole apricot,False,false_positive,4.996,whole apricot,False,false_positive,5.684,dried apricots,False,false_positive,10.047,whole apricot,False,false_positive,14.972,whole apricot,False,false_positive,4.751,whole apricot,False,false_positive,13.061,whole apricot,False,false_positive,6.725,whole apricot,False,false_positive,11.195,whole apricot,False,false_positive,6.355,whole apricot,False,false_positive,7.326
NHANES_Gemma3_27b,"leavening agents, yeast, baker's, compressed",none,False,gemma3-27b,1317,none,True,,2.393,none,True,,7.946,none,True,,6.209,none,True,,3.756,none,True,,4.306,none,True,,5.502,none,True,,3.922,none,True,,8.494,none,True,,7.114,none,True,,2.536,buttermilk pancake/waffle flour,False,false_positive,1.295,whole wheat flour,False,false_positive,4.841,none,True,,12.889,buttermilk pancake/waffle flour,False,false_positive,10.852,whole original english muffin (thomas),False,false_positive,10.046,quinoa,False,false_positive,5.692,whole grain pearl barley,False,false_positive,6.903,whole grain pearl barley,False,false_positive,9.312,dried apricots,False,false_positive,2.558,white bread,False,false_positive,8.801
NHANES_Gemma3_27b,"alcoholic beverage, creme de menthe, 72 proof",none,False,gemma3-27b,1317,none,True,,5.697,budweiser,False,false_positive,7.784,budweiser,False,false_positive,5.396,none,True,,12.805,cabernet sauvignon wine,False,false_positive,7.588,budweiser,False,false_positive,8.482,none,True,,15.738,budweiser,False,false_positive,5.352,none,True,,4.276,none,True,,1.275,budweiser,False,false_positive,9.204,budweiser,False,false_positive,4.813,budweiser,False,false_positive,2.668,budweiser,False,false_positive,6.256,budweiser,False,false_positive,4.490,budweiser,False,false_positive,11.353,budweiser,False,false_positive,5.693,budweiser,False,false_positive,12.296,budweiser,False,false_positive,3.953,budweiser,False,false_positive,9.298
NHANES_Gemma3_27b,"peas, green, frozen, unprepared",frozen whole sweet green peas (flav r pac),True,gemma3-27b,1317,none,False,missed_match,7.637,frozen whole sweet green peas (flav r pac),True,,17.253,green split peas,False,wrong_match,3.936,frozen whole sweet green peas (flav r pac),True,,6.919,frozen whole sweet green peas (flav r pac),True,,12.336,frozen whole sweet green peas (flav r pac),True,,9.808,none,False,missed_match,6.665,steamed whole snow peas,False,wrong_match,6.542,frozen whole sweet green peas (flav r pac),True,,10.056,green split peas,False,wrong_match,11.078,frozen whole sweet green peas (flav r pac),True,,12.510,steamed whole snow peas,False,wrong_match,6.278,frozen whole sweet green peas (flav r pac),True,,9.835,green split peas,False,wrong_match,13.943,frozen whole sweet green peas (flav r pac),True,,5.096,frozen whole sweet green peas (flav r pac),True,,11.527,green split peas,False,wrong_match,7.361,green split peas,False,wrong_match,7.303,frozen whole sweet green peas (flav r pac),True,,5.613,frozen whole sweet green peas (flav r pac),True,,7.325
NHANES_Gemma3_27b,"seaweed, wakame, raw",roasted seaweed,True,gemma3-27b,1317,roasted seaweed,True,,10.369,roasted seaweed,True,,7.175,roasted seaweed,True,,1.752,roasted seaweed,True,,2.536,roasted seaweed,True,,5.658,roasted seaweed,True,,3.401,roasted seaweed,True,,7.892,roasted seaweed,True,,11.239,none,False,missed_match,3.059,roasted seaweed,True,,4.222,roasted seaweed,True,,2.554,roasted seaweed,True,,4.291,roasted seaweed,True,,8.548,roasted seaweed,True,,7.611,roasted seaweed,True,,8.759,roasted seaweed,True,,7.776,roasted seaweed,True,,13.813,roasted seaweed,True,,9.282,roasted seaweed,True,,6.251,roasted seaweed,True,,8.774
NHANES_Gemma3_27b,"pork, fresh, spareribs, separable lean and fat, cooked, braised",ground pork,True,gemma3-27b,1317,ground pork,True,,11.132,none,False,missed_match,6.226,ground pork,True,,5.388,ground pork,True,,3.037,ground pork,True,,4.237,ground pork,True,,2.331,ground pork,True,,1.106,ground pork,True,,2.139,none,False,missed_match,7.613,none,False,missed_match,10.503,ground pork,True,,8.196,ground pork,True,,4.197,ground pork,True,,14.783,ground pork,True,,4.370,ground pork,True,,7.949,ground pork,True,,12.535,ground pork,True,,7.909,ground pork,True,,12.986,ground pork,True,,7.110,ground pork,True,,10.194
NHANES_Gemma3_27b,"game meat, rabbit, domesticated, composite of cuts, cooked, stewed",none,False,gemma3-27b,1317,none,True,,3.649,none,True,,5.005,none,True,,10.294,none,True,,1.372,none,True,,4.216,none,True,,5.193,none,True,,5.750,none,True,,3.407,none,True,,2.157,none,True,,1.075,none,True,,1.754,low sodium chicken broth,False,false_positive,3.221,none,True,,5.146,ground pork,False,false_positive,8.109,chunky vegetable soup,False,false_positive,7.639,ground pork,False,false_positive,5.474,ground pork,False,false_positive,7.137,ground pork,False,false_positive,11.012,ground pork,False,false_positive,4.290,low sodium chicken broth,False,false_positive,8.772
NHANES_Gemma3_27b,"oil, industrial, coconut, confection fat, typical basis for ice cream coatings",none,False,gemma3-27b,1317,none,True,,9.768,none,True,,4.547,dried coconut chips,False,false_positive,7.682,dried coconut chips,False,false_positive,3.770,dried coconut chips,False,false_positive,6.348,dried coconut strips,False,false_positive,3.746,none,True,,4.106,dried coconut chips,False,false_positive,11.029,dried coconut chips,False,false_positive,8.510,none,True,,14.076,dried coconut chips,False,false_positive,3.379,dried coconut strips,False,false_positive,16.556,coconut milk,False,false_positive,6.141,dried coconut strips,False,false_positive,14.317,dried coconut strips,False,false_positive,7.429,dried coconut strips,False,false_positive,5.061,dried coconut strips,False,false_positive,11.254,unsalted butter,False,false_positive,12.256,dried coconut strips,False,false_positive,11.898,coconut milk,False,false_positive,11.152
NHANES_Gemma3_27b,"beverages, protein powder whey based",protein powder,True,gemma3-27b,1317,protein powder,True,,2.742,protein powder,True,,9.735,protein powder,True,,7.532,protein powder,True,,1.925,protein powder,True,,4.698,protein powder,True,,1.754,protein powder,True,,5.004,protein powder,True,,4.709,protein powder,True,,8.690,protein powder,True,,5.662,protein powder,True,,4.231,protein powder,True,,7.706,protein powder,True,,9.628,protein powder,True,,8.146,protein powder,True,,4.523,protein powder,True,,8.157,protein powder,True,,2.802,protein powder,True,,5.406,protein powder,True,,5.661,protein powder,True,,3.256
NHANES_Gemma3_27b,"game meat, beaver, cooked, roasted",none,False,gemma3-27b,1317,none,True,,6.756,none,True,,2.538,none,True,,3.429,none,True,,1.741,none,True,,5.641,none,True,,5.016,none,True,,4.530,none,True,,4.266,none,True,,3.184,none,True,,2.021,ground pork,False,false_positive,12.296,none,True,,10.298,none,True,,7.842,ground pork,False,false_positive,11.281,plant based bacon strip,False,false_positive,4.247,ground pork,False,false_positive,8.125,none,True,,9.254,ground pork,False,false_positive,15.344,ground pork,False,false_positive,10.395,ground pork,False,false_positive,4.647
NHANES_Gemma3_27b,"peas, green, canned, no salt added, solids and liquids",frozen whole sweet green peas (flav r pac),True,gemma3-27b,1317,none,False,missed_match,1.851,frozen whole sweet green peas (flav r pac),True,,6.657,green split peas,False,wrong_match,4.844,frozen whole sweet green peas (flav r pac),True,,7.402,frozen whole sweet green peas (flav r pac),True,,13.511,frozen whole sweet green peas (flav r pac),True,,8.873,none,False,missed_match,9.204,green split peas,False,wrong_match,4.443,none,False,missed_match,5.423,green split peas,False,wrong_match,5.026,frozen whole sweet green peas (flav r pac),True,,12.434,frozen whole sweet green peas (flav r pac),True,,12.087,frozen whole sweet green peas (flav r pac),True,,7.361,green split peas,False,wrong_match,2.896,frozen whole sweet green peas (flav r pac),True,,4.101,frozen whole sweet green peas (flav r pac),True,,6.169,green split peas,False,wrong_match,5.800,green split peas,False,wrong_match,1.779,frozen whole sweet green peas (flav r pac),True,,6.598,frozen whole sweet green peas (flav r pac),True,,6.177
NHANES_Gemma3_27b,"lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4"" fat, choice, cooked",none,False,gemma3-27b,1317,none,True,,2.647,none,True,,5.186,none,True,,5.345,ground pork,False,false_positive,1.394,none,True,,3.736,none,True,,5.440,none,True,,3.824,none,True,,3.622,none,True,,5.995,none,True,,5.715,beef round tip steak,False,false_positive,6.296,none,True,,4.059,none,True,,7.343,ground pork,False,false_positive,1.590,plant based bacon strip,False,false_positive,6.329,ground pork,False,false_positive,9.237,none,True,,1.689,ground pork,False,false_positive,2.972,ground pork,False,false_positive,5.704,ground pork,False,false_positive,11.636
NHANES_Gemma3_27b,"nuts, coconut milk, raw (liquid expressed from grated meat and water)",coconut milk,True,gemma3-27b,1317,none,False,missed_match,12.102,coconut milk,True,,4.805,coconut milk,True,,3.806,coconut milk,True,,3.199,coconut milk,True,,7.682,none,False,missed_match,29.051,coconut milk,True,,5.021,coconut milk,True,,4.026,coconut milk,True,,9.091,coconut milk,True,,0.453,coconut milk,True,,12.036,coconut milk,True,,11.183,coconut milk,True,,8.911,coconut milk,True,,10.394,coconut milk,True,,7.436,coconut milk,True,,1.400,coconut milk,True,,10.750,coconut milk,True,,3.810,coconut milk,True,,3.190,coconut milk,True,,0.971
NHANES_Gemma3_27b,"beverages, carbonated, reduced sugar, cola, contains caffeine and sweeteners",none,False,gemma3-27b,1317,none,True,,4.248,none,True,,5.386,none,True,,7.530,none,True,,3.701,coca cola,False,false_positive,10.454,none,True,,6.200,none,True,,13.310,coca cola,False,false_positive,8.905,none,True,,6.893,none,True,,9.906,coca cola,False,false_positive,6.041,coca cola,False,false_positive,12.628,coca cola,False,false_positive,9.443,coca cola,False,false_positive,3.346,coca cola,False,false_positive,4.232,coca cola,False,false_positive,7.959,coca cola,False,false_positive,11.375,coca cola,False,false_positive,4.325,coca cola,False,false_positive,6.605,coca cola,False,false_positive,5.288
NHANES_Gemma3_27b,"pickles, cucumber, dill or kosher dill",pickles,True,gemma3-27b,1317,pickles,True,,2.523,none,False,missed_match,5.274,pickles,True,,6.864,pickles,True,,3.024,pickles,True,,4.205,pickles,True,,2.835,pickles,True,,0.849,pickles,True,,0.986,pickles,True,,2.605,none,False,missed_match,1.623,pickles,True,,3.077,pickles,True,,13.723,pickles,True,,0.650,pickles,True,,9.426,pickles,True,,7.962,pickles,True,,4.912,whole english cucumber,False,wrong_match,12.055,pickles,True,,7.130,whole english cucumber,False,wrong_match,6.165,pickles,True,,12.116
NHANES_Gemma3_27b,"peaches, dried, sulfured, uncooked",none,False,gemma3-27b,1317,dried coconut chips,False,false_positive,0.552,none,True,,3.634,dried coconut chips,False,false_positive,8.381,dried coconut chips,False,false_positive,2.421,none,True,,8.026,dried coconut strips,False,false_positive,0.870,dried coconut strips,False,false_positive,6.760,dried coconut chips,False,false_positive,5.240,none,True,,5.117,dried coconut strips,False,false_positive,7.868,dried coconut chips,False,false_positive,4.311,dried apricots,False,false_positive,10.442,banana chips,False,false_positive,13.791,banana chips,False,false_positive,9.426,dried apricots,False,false_positive,7.307,banana chips,False,false_positive,8.692,banana chips,False,false_positive,6.143,banana chips,False,false_positive,4.065,banana chips,False,false_positive,12.939,banana chips,False,false_positive,9.837
NHANES_Gemma3_27b,"sausage, meatless",beyond sausage,True,gemma3-27b,1317,none,False,missed_match,7.422,none,False,missed_match,7.278,none,False,missed_match,5.337,none,False,missed_match,11.552,beyond sausage,True,,4.680,none,False,missed_match,7.682,none,False,missed_match,8.728,plant based bacon strip,False,wrong_match,5.331,none,False,missed_match,4.988,none,False,missed_match,27.309,beyond sausage,True,,12.206,beyond sausage,True,,13.494,beyond sausage,True,,8.169,beyond sausage,True,,12.248,plant based bacon strip,False,wrong_match,4.145,beyond sausage,True,,4.587,plant based bacon strip,False,wrong_match,12.282,plant based bacon strip,False,wrong_match,5.930,plant based bacon strip,False,wrong_match,12.529,plant based bacon strip,False,wrong_match,3.901
NHANES_Gemma3_27b,"nuts, coconut meat, dried (desiccated), sweetened, flaked, packaged",dried coconut strips,True,gemma3-27b,1317,none,False,missed_match,12.325,dried coconut strips,True,,6.226,none,False,missed_match,14.930,dried coconut chips,False,wrong_match,3.899,dried coconut strips,True,,5.061,none,False,missed_match,30.004,dried coconut strips,True,,4.268,dried coconut strips,True,,6.049,dried coconut chips,False,wrong_match,9.575,dried coconut strips,True,,2.118,dried coconut chips,False,wrong_match,4.313,dried coconut strips,True,,6.542,dried coconut strips,True,,11.969,dried coconut strips,True,,10.483,dried coconut strips,True,,4.557,dried coconut strips,True,,8.125,dried coconut strips,True,,5.201,dried coconut strips,True,,4.740,dried coconut strips,True,,6.230,dried coconut strips,True,,3.098
NHANES_Gemma3_27b,"cheese product, pasteurized process, american, vitamin d fortified",american cheese,True,gemma3-27b,1317,american cheese,True,,3.655,none,False,missed_match,2.998,american cheese,True,,5.915,american cheese,True,,3.323,american cheese,True,,1.644,american cheese,True,,4.519,none,False,missed_match,8.126,american cheese,True,,10.492,american cheese,True,,5.131,american cheese,True,,1.073,american cheese,True,,5.662,sharp chedder cheese,False,wrong_match,10.126,cream cheese,False,wrong_match,0.676,american cheese,True,,11.823,sharp chedder cheese,False,wrong_match,4.632,american cheese,True,,14.860,cream cheese,False,wrong_match,13.697,cream cheese,False,wrong_match,1.771,cream cheese,False,wrong_match,13.952,cream cheese,False,wrong_match,8.770
NHANES_Gemma3_27b,"fat, beef tallow",none,False,gemma3-27b,1317,none,True,,2.254,none,True,,4.665,none,True,,5.306,none,True,,1.634,none,True,,1.492,none,True,,5.867,none,True,,2.498,none,True,,2.950,none,True,,5.229,beef round tip steak,False,false_positive,5.084,unsalted butter,False,false_positive,4.053,none,True,,6.668,unsalted butter,False,false_positive,7.330,ground pork,False,false_positive,8.549,unsalted butter,False,false_positive,6.323,unsalted butter,False,false_positive,9.649,unsalted butter,False,false_positive,13.281,unsalted butter,False,false_positive,13.662,beef round tip steak,False,false_positive,7.414,unsalted butter,False,false_positive,10.165
NHANES_Gemma3_27b,"beef, ground, 80% lean meat / 20% fat, raw",beef round tip steak,True,gemma3-27b,1317,none,False,missed_match,2.114,none,False,missed_match,8.403,ground pork,False,wrong_match,6.947,ground pork,False,wrong_match,11.013,ground pork,False,wrong_match,4.040,none,False,missed_match,4.129,none,False,missed_match,2.100,ground turkey,False,wrong_match,6.810,none,False,missed_match,7.133,none,False,missed_match,6.162,ground pork,False,wrong_match,3.562,ground pork,False,wrong_match,6.475,ground pork,False,wrong_match,8.982,ground pork,False,wrong_match,8.650,ground pork,False,wrong_match,9.935,ground pork,False,wrong_match,9.283,ground pork,False,wrong_match,9.395,ground pork,False,wrong_match,9.982,ground pork,False,wrong_match,2.115,ground pork,False,wrong_match,11.651
NHANES_Gemma3_27b,"mushrooms, shiitake, dried",steamed whole shiitake mushrooms,True,gemma3-27b,1317,none,False,missed_match,5.080,steamed whole shiitake mushrooms,True,,10.304,steamed whole shiitake mushrooms,True,,8.356,steamed whole shiitake mushrooms,True,,6.135,steamed whole shiitake mushrooms,True,,8.990,steamed whole shiitake mushrooms,True,,7.325,none,False,missed_match,3.369,steamed whole shiitake mushrooms,True,,8.056,steamed whole shiitake mushrooms,True,,13.197,steamed whole shiitake mushrooms,True,,8.746,steamed whole shiitake mushrooms,True,,15.493,steamed whole shiitake mushrooms,True,,4.938,steamed whole shiitake mushrooms,True,,11.201,steamed whole shiitake mushrooms,True,,4.833,steamed whole shiitake mushrooms,True,,6.321,steamed whole shiitake mushrooms,True,,13.237,steamed whole shiitake mushrooms,True,,13.324,steamed whole shiitake mushrooms,True,,15.762,steamed whole shiitake mushrooms,True,,2.499,steamed whole shiitake mushrooms,True,,6.157
