input_desc,predicted_desc,source_file,target_desc,correct
"soup, tomato, canned, condensed","soup, tomato, canned, condensed",food_matches_601_to_800.txt,"soup, tomato, canned, condensed",True
"pork, fresh, loin, top loin (chops), boneless, separable lean only, raw","pork, fresh, loin, top loin (chops), boneless, separable lean only, raw",food_matches_601_to_800.txt,"pork, fresh, loin, top loin (chops), boneless, separable lean only, raw",True
"pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, raw","pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, raw",food_matches_601_to_800.txt,"pork, fresh, enhanced, loin, top loin (chops), boneless, separable lean only, raw",False
"soymilk, original and vanilla, light, with added calcium, vitamins a and d","soymilk, original and vanilla, light, with added calcium, vitamins a and d",food_matches_601_to_800.txt,"soymilk, original and vanilla, light, with added calcium, vitamins a and d",True
"cereals ready-to-eat, kashi go lean crunch!, honey almond flax","cereals ready-to-eat, kashi go lean crunch!, honey almond flax",food_matches_601_to_800.txt,"cereals ready-to-eat, kashi go lean crunch!, honey almond flax",True
"beans, baked, canned, with pork and sweet sauce","beans, baked, canned, with pork and sweet sauce",food_matches_601_to_800.txt,"beans, baked, canned, with pork and sweet sauce",True
"cheese, cream, fat free","cheese, cream, fat free",food_matches_601_to_800.txt,"cheese, cream, fat free",True
"cheese, cream, low fat","cheese, cream, low fat",food_matches_601_to_800.txt,"cheese, cream, low fat",True
"soup, chicken broth, less/reduced sodium, ready to serve","soup, chicken broth, less/reduced sodium, ready to serve",food_matches_601_to_800.txt,"soup, chicken broth, canned, less/reduced sodium",False
"beverages, coffee, brewed, espresso, restaurant-prepared, decaffeinated","beverages, coffee, brewed, espresso, restaurant-prepared, decaffeinated",food_matches_601_to_800.txt,"coffee, brewed, espresso, restaurant-prepared, decaffeinated",False
"candies, mars snackfood us, m&m's peanut butter chocolate candies","candies, mars snackfood us, m&m's peanut butter chocolate candies",food_matches_601_to_800.txt,"candies, mars snackfood us, m&m's peanut butter chocolate candies",True
"beverages, carbonated, tonic water","beverages, carbonated, tonic water",food_matches_601_to_800.txt,"carbonated beverage, tonic water",False
"soup, wonton, chinese restaurant","soup, wonton, chinese restaurant",food_matches_601_to_800.txt,"soup, wonton, chinese restaurant",True
"luncheon meat, pork with ham, minced, canned, includes spam (hormel)","luncheon meat, pork with ham, minced, canned, includes spam (hormel)",food_matches_601_to_800.txt,"luncheon meat, pork with ham, minced, canned, includes spam (hormel)",True
"cranberry sauce, canned, sweetened","cranberry sauce, canned, sweetened",food_matches_601_to_800.txt,"cranberry sauce, canned, sweetened",True
"cereals ready-to-eat, kellogg, kellogg's rice krispies","cereals ready-to-eat, kellogg, kellogg's rice krispies",food_matches_601_to_800.txt,"cereals ready-to-eat, kellogg, kellogg's rice krispies",True
"sauce, oyster, ready-to-serve","sauce, oyster, ready-to-serve",food_matches_601_to_800.txt,"sauce, oyster, ready-to-serve",True
"pineapple juice, canned or bottled, unsweetened, without added ascorbic acid","pineapple juice, canned or bottled, unsweetened, without added ascorbic acid",food_matches_601_to_800.txt,"pineapple juice, canned, unsweetened, without added ascorbic acid",False
"cereals ready-to-eat, post, honey bunches of oats, honey roasted","cereals ready-to-eat, post, honey bunches of oats, honey roasted",food_matches_601_to_800.txt,"cereals ready-to-eat, post, honey bunches of oats, honey roasted",True
chewing gum,chewing gum,food_matches_601_to_800.txt,chewing gum,True
"chewing gum, sugarless","chewing gum, sugarless",food_matches_601_to_800.txt,"chewing gum, sugarless",True
"soymilk (all flavors), nonfat, with added calcium, vitamins a and d","soymilk (all flavors), nonfat, with added calcium, vitamins a and d",food_matches_601_to_800.txt,"soymilk (all flavors), nonfat, with added calcium, vitamins a and d",True
"soup, stock, chicken, home-prepared","soup, stock, chicken, home-prepared",food_matches_601_to_800.txt,"soup, stock, chicken, home-prepared",True
"snacks, m&m mars, combos snacks cheddar cheese pretzel","snacks, m&m mars, combos snacks cheddar cheese pretzel",food_matches_601_to_800.txt,"snacks, m&m mars, combos snacks cheddar cheese pretzel",True
"soup, bean with pork, canned, condensed","soup, bean with pork, canned, condensed",food_matches_601_to_800.txt,"soup, bean with pork, canned, condensed",True
"beans, kidney, all types, mature seeds, cooked, boiled, without salt","beans, kidney, all types, mature seeds, cooked, boiled, without salt",food_matches_601_to_800.txt,"beans, kidney, all types, mature seeds, cooked, boiled, without salt",True
"spices, oregano, dried","spices, oregano, dried",food_matches_601_to_800.txt,"spices, oregano, dried",True
"alcoholic beverage, rice (sake)","alcoholic beverage, rice (sake)",food_matches_601_to_800.txt,"alcoholic beverage, rice (sake)",True
"pork, cured, bacon, unprepared","pork, cured, bacon, unprepared",food_matches_601_to_800.txt,"pork, cured, bacon, raw",False
"candies, jellybeans","candies, jellybeans",food_matches_601_to_800.txt,"candies, jellybeans",True
"cereals ready-to-eat, quaker, cap'n crunch with crunchberries","cereals ready-to-eat, quaker, cap'n crunch with crunchberries",food_matches_601_to_800.txt,"cereals ready-to-eat, quaker, cap'n crunch with crunchberries",True
"beverages, coca-cola, powerade, lemon-lime flavored, ready-to-drink","beverages, coca-cola, powerade, lemon-lime flavored, ready-to-drink",food_matches_601_to_800.txt,"sports drink, coca-cola, powerade, lemon-lime flavored, ready-to-drink",False
"cereals ready-to-eat, kellogg, special k, fruit & yogurt","cereals ready-to-eat, kellogg, special k, fruit & yogurt",food_matches_601_to_800.txt,"cereals ready-to-eat, kellogg, special k, fruit & yogurt",True
"soup, stock, fish, home-prepared","soup, stock, fish, home-prepared",food_matches_601_to_800.txt,"soup, stock, fish, home-prepared",True
"pork, fresh, shoulder, (boston butt), blade (steaks), separable lean only, raw","pork, fresh, shoulder, (boston butt), blade (steaks), separable lean only, raw",food_matches_601_to_800.txt,"pork, fresh, shoulder, (boston butt), blade (steaks), separable lean only, raw",True
"pork, fresh, shoulder, (boston butt), blade (steaks), separable lean only, with added solution, raw","pork, fresh, shoulder, (boston butt), blade (steaks), separable lean only, with added solution, raw",food_matches_601_to_800.txt,"pork, fresh, enhanced, shoulder, (boston butt), blade (steaks), separable lean only, raw",False
"pork, fresh, loin, whole, separable lean and fat, cooked, roasted","pork, fresh, loin, whole, separable lean and fat, cooked, roasted",food_matches_601_to_800.txt,"pork, fresh, loin, whole, separable lean and fat, cooked, roasted",True
"seaweed, wakame, raw","seaweed, wakame, raw",food_matches_601_to_800.txt,"seaweed, wakame, raw",True
"soymilk, chocolate, with added calcium, vitamins a and d","soymilk, chocolate, with added calcium, vitamins a and d",food_matches_601_to_800.txt,"soymilk, chocolate, with added calcium, vitamins a and d",True
"beverage, instant breakfast powder, chocolate, sugar-free, not reconstituted","beverage, instant breakfast powder, chocolate, sugar-free, not reconstituted",food_matches_601_to_800.txt,"beverage, instant breakfast powder, chocolate, sugar-free, not reconstituted",True
"cereals ready-to-eat, general mills, wheaties","cereals ready-to-eat, general mills, wheaties",food_matches_601_to_800.txt,"cereals ready-to-eat, general mills, wheaties",True
"tomato products, canned, puree, with salt added","tomato products, canned, puree, with salt added",food_matches_601_to_800.txt,"tomato products, canned, puree, with salt added",True
vegetarian meatloaf or patties,vegetarian meatloaf or patties,food_matches_601_to_800.txt,vegetarian meatloaf or patties,True
"spices, garlic powder","spices, garlic powder",food_matches_601_to_800.txt,"spices, garlic powder",True
"pie, banana cream, prepared from recipe","pie, banana cream, prepared from recipe",food_matches_601_to_800.txt,"pie, banana cream, prepared from recipe",True
"candies, hershey's skor toffee bar","candies, hershey's skor toffee bar",food_matches_601_to_800.txt,"candies, skor toffee bar",False
"cookies, shortbread, commercially prepared, plain","cookies, shortbread, commercially prepared, plain",food_matches_601_to_800.txt,"cookies, shortbread, commercially prepared, plain",True
"beverages, wine, non-alcoholic","beverages, wine, non-alcoholic",food_matches_601_to_800.txt,"wine, non-alcoholic",False
"plantains, yellow, raw","plantains, yellow, raw",food_matches_601_to_800.txt,"plantains, raw",False
"spices, turmeric, ground","spices, turmeric, ground",food_matches_601_to_800.txt,"spices, turmeric, ground",True
"snacks, pretzels, hard, plain, made with enriched flour, unsalted","snacks, pretzels, hard, plain, made with enriched flour, unsalted",food_matches_601_to_800.txt,"snacks, pretzels, hard, plain, made with enriched flour, unsalted",True
"bread, egg","bread, egg",food_matches_601_to_800.txt,"bread, egg",True
"cereals ready-to-eat, post, grape-nuts cereal","cereals ready-to-eat, post, grape-nuts cereal",food_matches_601_to_800.txt,"cereals ready-to-eat, post, grape-nuts cereal",True
"cereals ready-to-eat, post raisin bran cereal","cereals ready-to-eat, post raisin bran cereal",food_matches_601_to_800.txt,"cereals ready-to-eat, post raisin bran cereal",True
"cereals ready-to-eat, kellogg, kellogg's froot loops","cereals ready-to-eat, kellogg, kellogg's froot loops",food_matches_601_to_800.txt,"cereals ready-to-eat, kellogg, kellogg's froot loops",True
"frankfurter, turkey","frankfurter, turkey",food_matches_601_to_800.txt,"frankfurter, turkey",True
"sauce, tartar, ready-to-serve","sauce, tartar, ready-to-serve",food_matches_601_to_800.txt,"sauce, tartar, ready-to-serve",True
"soy sauce made from soy and wheat (shoyu), low sodium","soy sauce made from soy and wheat (shoyu), low sodium",food_matches_601_to_800.txt,"soy sauce made from soy and wheat (shoyu), low sodium",True
"snacks, fruit leather, rolls","snacks, fruit leather, rolls",food_matches_601_to_800.txt,"snacks, fruit leather, rolls",True
"snacks, fruit leather, pieces","snacks, fruit leather, pieces",food_matches_601_to_800.txt,"snacks, fruit leather, pieces",True
"cookies, peanut butter sandwich, regular","cookies, peanut butter sandwich, regular",food_matches_601_to_800.txt,"cookies, peanut butter sandwich, regular",True
"soup, chicken mushroom, canned, condensed","soup, chicken mushroom, canned, condensed",food_matches_601_to_800.txt,"soup, chicken mushroom, canned, condensed",True
"salad dressing, caesar, low calorie","salad dressing, caesar, low calorie",food_matches_601_to_800.txt,"salad dressing, caesar, low calorie",True
"cranberry juice, unsweetened","cranberry juice, unsweetened",food_matches_601_to_800.txt,"cranberry juice, unsweetened",True
"oil, soybean, salad or cooking","oil, soybean, salad or cooking",food_matches_601_to_800.txt,"oil, soybean, salad or cooking",True
"candies, mars snackfood us, milky way bar","candies, mars snackfood us, milky way bar",food_matches_601_to_800.txt,"candies, mars snackfood us, milky way bar",True
"restaurant, family style, fried mozzarella sticks","restaurant, family style, fried mozzarella sticks",food_matches_601_to_800.txt,"restaurant, family style, fried mozzarella sticks",True
"chicken pot pie, frozen entree, prepared","chicken pot pie, frozen entree, prepared",food_matches_601_to_800.txt,"chicken pot pie, frozen entree, prepared",True
"hot pockets, meatballs & mozzarella stuffed sandwich, frozen","hot pockets, meatballs & mozzarella stuffed sandwich, frozen",food_matches_601_to_800.txt,"hot pockets, meatballs & mozzarella stuffed sandwich, frozen",True
"cheese, mexican, blend, reduced fat","cheese, mexican, blend, reduced fat",food_matches_601_to_800.txt,"cheese, mexican, blend, reduced fat",True
"fish, halibut, atlantic and pacific, raw","fish, halibut, atlantic and pacific, raw",food_matches_601_to_800.txt,"fish, halibut, atlantic and pacific, raw",True
"focaccia, italian flatbread, plain","focaccia, italian flatbread, plain",food_matches_601_to_800.txt,"focaccia, italian flatbread, plain",True
"mollusks, oyster, eastern, wild, raw","mollusks, oyster, eastern, wild, raw",food_matches_601_to_800.txt,"mollusks, oyster, eastern, wild, raw",True
"soup, beef noodle, canned, condensed","soup, beef noodle, canned, condensed",food_matches_601_to_800.txt,"soup, beef noodle, canned, condensed",True
"candies, hershey, reesesticks crispy wafers, peanut butter, milk chocolate","candies, hershey, reesesticks crispy wafers, peanut butter, milk chocolate",food_matches_601_to_800.txt,"candies, hershey, reesesticks crispy wafers, peanut butter, milk chocolate",True
"salad dressing, blue or roquefort cheese, low calorie","salad dressing, blue or roquefort cheese, low calorie",food_matches_601_to_800.txt,"salad dressing, blue or roquefort cheese, low calorie",True
"syrups, corn, light","syrups, corn, light",food_matches_601_to_800.txt,"syrups, corn, light",True
"pork, cured, ham and water product, whole, boneless, separable lean only, heated, roasted","pork, cured, ham and water product, whole, boneless, separable lean only, heated, roasted",food_matches_601_to_800.txt,"pork, cured, ham and water product, whole, boneless, separable lean only, heated, roasted",True
"pork, cured, ham -- water added, whole, boneless, separable lean only, heated, roasted","pork, cured, ham -- water added, whole, boneless, separable lean only, heated, roasted",food_matches_601_to_800.txt,"pork, cured, ham -- water added, whole, boneless, separable lean only, heated, roasted",True
"pork, cured, ham with natural juices, whole, boneless, separable lean only, heated, roasted","pork, cured, ham with natural juices, whole, boneless, separable lean only, heated, roasted",food_matches_601_to_800.txt,"pork, cured, ham with natural juices, whole, boneless, separable lean only, heated, roasted",True
tofu yogurt,tofu yogurt,food_matches_601_to_800.txt,tofu yogurt,True
"cheese product, pasteurized process, american, reduced fat, fortified with vitamin d","cheese product, pasteurized process, american, reduced fat, fortified with vitamin d",food_matches_601_to_800.txt,"cheese product, pasteurized process, american, reduced fat, fortified with vitamin d",True
"rolls, hamburger or hotdog, mixed-grain","rolls, hamburger or hotdog, mixed-grain",food_matches_601_to_800.txt,"rolls, hamburger or hotdog, mixed-grain",True
"frankfurter, meat and poultry, low fat","frankfurter, meat and poultry, low fat",food_matches_601_to_800.txt,"frankfurter, meat and poultry, low fat",True
"pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, braised","pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, braised",food_matches_601_to_800.txt,"pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, braised",True
"candies, milk chocolate coated raisins","candies, milk chocolate coated raisins",food_matches_601_to_800.txt,"candies, milk chocolate coated raisins",True
"egg rolls, pork, refrigerated, heated","egg rolls, pork, refrigerated, heated",food_matches_601_to_800.txt,"egg rolls, pork, refrigerated, heated",True
"candies, fudge, chocolate, prepared-from-recipe","candies, fudge, chocolate, prepared-from-recipe",food_matches_601_to_800.txt,"candies, fudge, chocolate, prepared-from-recipe",True
"snacks, nutri-grain fruit and nut bar","snacks, nutri-grain fruit and nut bar",food_matches_601_to_800.txt,"snacks, nutri-grain fruit and nut bar",True
"nuts, coconut meat, dried (desiccated), sweetened, flaked, packaged","nuts, coconut meat, dried (desiccated), sweetened, flaked, packaged",food_matches_401_to_600.txt,"nuts, coconut meat, dried (desiccated), sweetened, flaked, packaged",True
"guava sauce, cooked","guava sauce, cooked",food_matches_401_to_600.txt,"guava sauce, cooked",True
"candies, milk chocolate coated coffee beans","candies, milk chocolate coated coffee beans",food_matches_401_to_600.txt,"candies, milk chocolate coated coffee beans",True
"veggie burgers or soyburgers, unprepared","veggie burgers or soyburgers, unprepared",food_matches_401_to_600.txt,"veggie burgers or soyburgers, unprepared",True
chocolate-flavored hazelnut spread,chocolate-flavored hazelnut spread,food_matches_401_to_600.txt,chocolate-flavored hazelnut spread,True
"cookies, brownies, commercially prepared","cookies, brownies, commercially prepared",food_matches_401_to_600.txt,"cookies, brownies, commercially prepared",True
"frostings, chocolate, creamy, ready-to-eat","frostings, chocolate, creamy, ready-to-eat",food_matches_401_to_600.txt,"frostings, chocolate, creamy, ready-to-eat",True
"wheat bran, crude","wheat bran, crude",food_matches_401_to_600.txt,"wheat bran, crude",True
"beverages, fruit punch drink, frozen concentrate, prepared with water","beverages, fruit punch drink, frozen concentrate, prepared with water",food_matches_401_to_600.txt,,False
"pie fillings, cherry","pie fillings, cherry",food_matches_401_to_600.txt,,False
"cereals, oats, instant, fortified, with cinnamon and spice, prepared with water","cereals, oats, instant, fortified, with cinnamon and spice, prepared with water",food_matches_401_to_600.txt,,False
"nuts, pine nuts, dried","nuts, pine nuts, dried",food_matches_401_to_600.txt,"nuts, pine nuts, dried",True
"lamb, domestic, leg, shank half, separable lean and fat, trimmed to 1/4"" fat, cooked, roasted","lamb, domestic, leg, shank half, separable lean and fat, trimmed to 1/4"" fat, cooked, roasted",food_matches_401_to_600.txt,,False
"salad dressing, mayonnaise, regular","salad dressing, mayonnaise, regular",food_matches_401_to_600.txt,"salad dressing, mayonnaise, soybean oil, with salt",False
"nuts, cashew nuts, oil roasted, with salt added","nuts, cashew nuts, oil roasted, with salt added",food_matches_401_to_600.txt,,False
"soy flour, defatted","soy flour, defatted",food_matches_401_to_600.txt,"soy flour, defatted",True
"soy protein concentrate, produced by alcohol extraction","soy protein concentrate, produced by alcohol extraction",food_matches_401_to_600.txt,,False
"fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, water pack, solids and liquids","fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, water pack, solids and liquids",food_matches_401_to_600.txt,"fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, water pack, solids and liquids",True
"carrots, mature, raw","carrots, mature, raw",food_matches_401_to_600.txt,,False
"beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, cooked, grilled","beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, cooked, grilled",food_matches_401_to_600.txt,,False
"sauce, teriyaki, ready-to-serve","sauce, teriyaki, ready-to-serve",food_matches_401_to_600.txt,"sauce, teriyaki, ready-to-serve",True
"chicken, broilers or fryers, breast, meat only, cooked, roasted","chicken, broilers or fryers, breast, meat only, cooked, roasted",food_matches_401_to_600.txt,,False
"potatoes, hash brown, home-prepared","potatoes, hash brown, home-prepared",food_matches_401_to_600.txt,,False
"fish, salmon, pink, cooked, dry heat","fish, salmon, pink, cooked, dry heat",food_matches_401_to_600.txt,,False
"tea, instant, unsweetened, powder","tea, instant, unsweetened, powder",food_matches_401_to_600.txt,,False
"oil, vegetable, safflower, salad or cooking, high oleic (primary safflower oil of commerce)","oil, safflower, salad or cooking, high oleic (primary safflower oil of commerce)",food_matches_401_to_600.txt,,False
"cheese, pasteurized process, american, fortified with vitamin d","cheese, pasteurized process, american, fortified with vitamin d",food_matches_401_to_600.txt,,False
"pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, pan-broiled","pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, pan-broiled",food_matches_401_to_600.txt,,False
"nuts, chestnuts, european, boiled and steamed","nuts, chestnuts, european, boiled and steamed",food_matches_401_to_600.txt,,False
"beans, black turtle, mature seeds, cooked, boiled, without salt","beans, black turtle, mature seeds, cooked, boiled, without salt",food_matches_401_to_600.txt,"beans, black turtle soup, mature seeds, cooked, boiled, without salt",False
"beef, top sirloin, steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled","beef, top sirloin, steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",food_matches_401_to_600.txt,,False
"pork, fresh, loin, top loin (roasts), boneless, separable lean only, cooked, roasted","pork, fresh, loin, top loin (roasts), boneless, separable lean only, cooked, roasted",food_matches_401_to_600.txt,,False
"cake, angelfood, commercially prepared","cake, angelfood, commercially prepared",food_matches_401_to_600.txt,,False
"soup, chicken noodle, canned, prepared with equal volume water","soup, chicken noodle, canned, prepared with equal volume water",food_matches_401_to_600.txt,,False
"seeds, sunflower seed kernels, oil roasted, with salt added","seeds, sunflower seed kernels, oil roasted, with salt added",food_matches_401_to_600.txt,,False
"coffee, instant, regular, powder","coffee, instant, regular, powder",food_matches_401_to_600.txt,,False
"turkey, all classes, breast, meat only, cooked, roasted","turkey, all classes, breast, meat only, cooked, roasted",food_matches_401_to_600.txt,,False
"seeds, pumpkin and squash seed kernels, roasted, with salt added","seeds, pumpkin and squash seed kernels, roasted, with salt added",food_matches_401_to_600.txt,,False
"fish, tuna, fresh, yellowfin, cooked, dry heat","fish, tuna, fresh, yellowfin, cooked, dry heat",food_matches_401_to_600.txt,,False
"beef, round, bottom round, steak, separable lean only, trimmed to 0"" fat, all grades, cooked, braised","beef, round, bottom round, steak, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",food_matches_401_to_600.txt,,False
"potatoes, baked, flesh and skin, without salt","potatoes, baked, flesh and skin, without salt",food_matches_401_to_600.txt,"potato, baked, flesh and skin, without salt",False
"oil, vegetable, soybean, salad or cooking","oil, soybean, salad or cooking",food_matches_401_to_600.txt,,False
"peas, green, cooked, boiled, drained, without salt","peas, green, cooked, boiled, drained, without salt",food_matches_401_to_600.txt,,False
"beverages, coffee, brewed, prepared with tap water","beverages, coffee, brewed, prepared with tap water",food_matches_401_to_600.txt,"coffee, brewed from grounds, prepared with tap water",False
"egg, whole, cooked, hard-boiled","egg, whole, cooked, hard-boiled",food_matches_401_to_600.txt,"egg, whole, cooked, hard-boiled",True
"chicken, broilers or fryers, leg, meat only, cooked, roasted","chicken, broilers or fryers, leg, meat only, cooked, roasted",food_matches_401_to_600.txt,,False
"soup, vegetable beef, canned, prepared with equal volume water","soup, vegetable beef, canned, prepared with equal volume water",food_matches_401_to_600.txt,,False
"fish, halibut, atlantic and pacific, cooked, dry heat","fish, halibut, atlantic and pacific, cooked, dry heat",food_matches_401_to_600.txt,,False
"ice creams, vanilla","ice creams, vanilla",food_matches_401_to_600.txt,"ice creams, vanilla",True
"spices, paprika","spices, paprika",food_matches_401_to_600.txt,"spices, paprika",True
"oil, vegetable, canola","oil, canola",food_matches_401_to_600.txt,,False
"fish, flounder, cooked, dry heat","fish, flounder, cooked, dry heat",food_matches_401_to_600.txt,,False
"rice, brown, long-grain, cooked","rice, brown, long-grain, cooked",food_matches_401_to_600.txt,,False
"fish, trout, rainbow, farmed, cooked, dry heat","fish, trout, rainbow, farmed, cooked, dry heat",food_matches_401_to_600.txt,,False
"tomatoes, red, ripe, cooked, stewed","tomatoes, red, ripe, cooked, stewed",food_matches_401_to_600.txt,,False
"tofu, raw, firm, prepared with calcium sulfate","tofu, raw, firm, prepared with calcium sulfate",food_matches_401_to_600.txt,,False
"beef, round, eye of round, separable lean only, trimmed to 0"" fat, choice, cooked, roasted","beef, round, eye of round, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",food_matches_401_to_600.txt,,False
"fish, catfish, channel, cooked, breaded and fried","fish, catfish, channel, cooked, breaded and fried",food_matches_401_to_600.txt,,False
"turkey, all classes, thigh, meat only, cooked, roasted","turkey, all classes, thigh, meat only, cooked, roasted",food_matches_401_to_600.txt,,False
"oil, vegetable, cottonseed, salad or cooking","oil, cottonseed, salad or cooking",food_matches_401_to_600.txt,,False
"pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, broiled","pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, broiled",food_matches_401_to_600.txt,,False
"chicken, broilers or fryers, wing, meat only, cooked, roasted","chicken, broilers or fryers, wing, meat only, cooked, roasted",food_matches_401_to_600.txt,,False
"lima beans, immature seeds, cooked, boiled, drained, without salt","lima beans, immature seeds, cooked, boiled, drained, without salt",food_matches_401_to_600.txt,,False
"soup, tomato, canned, prepared with equal volume water","soup, tomato, canned, prepared with equal volume water",food_matches_401_to_600.txt,,False
"beef, chuck, arm pot roast, separable lean only, trimmed to 0"" fat, choice, cooked, braised","beef, chuck, arm pot roast, separable lean only, trimmed to 0"" fat, choice, cooked, braised",food_matches_401_to_600.txt,,False
"fish, mackerel, atlantic, cooked, dry heat","fish, mackerel, atlantic, cooked, dry heat",food_matches_401_to_600.txt,,False
"beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0"" fat, choice, cooked, broiled","beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0"" fat, choice, cooked, broiled",food_matches_401_to_600.txt,,False
"fish, sardine, atlantic, canned in oil, drained solids with bone","fish, sardine, atlantic, canned in oil, drained solids with bone",food_matches_401_to_600.txt,"fish, sardine, atlantic, canned in oil, drained solids with bone",True
"cabbage, cooked, boiled, drained, without salt","cabbage, cooked, boiled, drained, without salt",food_matches_401_to_600.txt,,False
"chicken, broilers or fryers, drumstick, meat only, cooked, roasted","chicken, broilers or fryers, drumstick, meat only, cooked, roasted",food_matches_401_to_600.txt,,False
"beverages, carbonated, cola, without caffeine","beverages, carbonated, cola, without caffeine",food_matches_401_to_600.txt,"carbonated beverage, cola, without caffeine",False
"beef, tenderloin, steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled","beef, tenderloin, steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",food_matches_401_to_600.txt,,False
"fish, pollock, walleye, cooked, dry heat","fish, pollock, walleye, cooked, dry heat",food_matches_401_to_600.txt,,False
"rice, white, medium-grain, cooked","rice, white, medium-grain, cooked",food_matches_401_to_600.txt,,False
"lamb, domestic, shoulder, arm, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted","lamb, domestic, shoulder, arm, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",food_matches_401_to_600.txt,,False
"cheese, mozzarella, whole milk","cheese, mozzarella, whole milk",food_matches_401_to_600.txt,,False
"veal, leg (top round), separable lean only, cooked, braised","veal, leg (top round), separable lean only, cooked, braised",food_matches_401_to_600.txt,,False
"fish, rockfish, pacific, mixed species, cooked, dry heat","fish, rockfish, pacific, mixed species, cooked, dry heat",food_matches_401_to_600.txt,,False
"beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled","beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",food_matches_401_to_600.txt,,False
"lamb, domestic, loin, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled","lamb, domestic, loin, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",food_matches_401_to_600.txt,,False
"beef, short loin, porterhouse steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled","beef, short loin, porterhouse steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",food_matches_401_to_600.txt,,False
"beverages, tea, black, brewed, prepared with tap water","beverages, tea, black, brewed, prepared with tap water",food_matches_401_to_600.txt,"tea, black, brewed, prepared with tap water",False
"cheese, ricotta, whole milk","cheese, ricotta, whole milk",food_matches_401_to_600.txt,"cheese, ricotta, whole milk",True
"pork, fresh, loin, center rib (roasts), bone-in, separable lean only, cooked, roasted","pork, fresh, loin, center rib (roasts), bone-in, separable lean only, cooked, roasted",food_matches_401_to_600.txt,,False
"fish, bass, striped, cooked, dry heat","fish, bass, striped, cooked, dry heat",food_matches_401_to_600.txt,,False
"goose, domesticated, meat only, cooked, roasted","goose, domesticated, meat only, cooked, roasted",food_matches_401_to_600.txt,,False
"duck, domesticated, meat only, cooked, roasted","duck, domesticated, meat only, cooked, roasted",food_matches_401_to_600.txt,,False
"veal, shoulder, arm, separable lean only, cooked, braised","veal, shoulder, arm, separable lean only, cooked, braised",food_matches_401_to_600.txt,,False
"beef, short loin, t-bone steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled","beef, short loin, t-bone steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",food_matches_401_to_600.txt,,False
"fish, snapper, mixed species, cooked, dry heat","fish, snapper, mixed species, cooked, dry heat",food_matches_401_to_600.txt,,False
"lamb, domestic, rib, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled","lamb, domestic, rib, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",food_matches_401_to_600.txt,,False
"beef, round, top round, separable lean only, trimmed to 0"" fat, choice, cooked, broiled","beef, round, top round, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",food_matches_401_to_600.txt,,False
"fish, salmon, chinook, cooked, dry heat","fish, salmon, chinook, cooked, dry heat",food_matches_401_to_600.txt,,False
"veal, loin, separable lean only, cooked, braised","veal, loin, separable lean only, cooked, braised",food_matches_401_to_600.txt,,False
"fish, grouper, mixed species, cooked, dry heat","fish, grouper, mixed species, cooked, dry heat",food_matches_401_to_600.txt,,False
"pork, fresh, leg (ham), whole, separable lean only, cooked, roasted","pork, fresh, leg (ham), whole, separable lean only, cooked, roasted",food_matches_401_to_600.txt,,False
"beef, round, tip round, separable lean only, trimmed to 0"" fat, choice, cooked, roasted","beef, round, tip round, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",food_matches_401_to_600.txt,,False
"fish, swordfish, cooked, dry heat","fish, swordfish, cooked, dry heat",food_matches_401_to_600.txt,,False
